gene,confidence_level,lifespan_extending,lifespan_reducing,lifespan_effect,criteria_count
ITPKA,lowest,False,False,UNKNOWN,1
SERPINA4,lowest,False,False,UNKNOWN,1
PITPNB,lowest,False,False,UNKNOWN,1
SRSF6,lowest,False,False,UNKNOWN,1
CD55,lowest,False,False,UNKNOWN,1
BAMBI,lowest,False,False,UNKNOWN,1
DDX23,lowest,False,False,UNKNOWN,1
ASCC1,lowest,False,False,UNKNOWN,1
ARHGEF7,lowest,False,False,UNKNOWN,1
DUSP6,lowest,False,False,UNKNOWN,1
TNFRSF21,lowest,False,False,UNKNOWN,1
IL18,lowest,False,False,UNKNOWN,1
CD59,lowest,False,False,UNKNOWN,1
DUT,lowest,False,False,UNKNOWN,1
HLA-DMA,lowest,False,False,UNKNOWN,1
NAPB,lowest,False,False,UNKNOWN,1
YWHAB,lowest,False,False,UNKNOWN,1
ST6GALNAC2,lowest,False,False,UNKNOWN,1
HNRNPM,lowest,False,False,UNKNOWN,1
IFI16,lowest,False,False,UNKNOWN,1
SPHK2,lowest,False,False,UNKNOWN,1
C1S,lowest,False,False,UNKNOWN,1
TBCA,lowest,False,False,UNKNOWN,1
APBB3,lowest,False,False,UNKNOWN,1
FCMR,lowest,False,False,UNKNOWN,1
AGT,lowest,False,False,UNKNOWN,1
CRIM1,lowest,False,False,UNKNOWN,1
B4GALT1,lowest,False,False,UNKNOWN,1
AK2,lowest,False,False,UNKNOWN,1
MGAT4A,lowest,False,False,UNKNOWN,1
H1-10,lowest,False,False,UNKNOWN,1
NECTIN3,lowest,False,False,UNKNOWN,1
GHRL,lowest,False,False,UNKNOWN,1
RPN1,lowest,False,False,UNKNOWN,1
CBS,lowest,False,False,UNKNOWN,1
ITM2B,lowest,False,False,UNKNOWN,1
HNRNPK,lowest,False,False,UNKNOWN,1
EGLN1,lowest,False,False,UNKNOWN,1
PRKCB,low,False,False,UNKNOWN,2
MAP3K7,lowest,False,False,UNKNOWN,1
MCTS1,lowest,False,False,UNKNOWN,1
MAPK1,lowest,False,False,UNKNOWN,1
NUDT8,lowest,False,False,UNKNOWN,1
HNRNPR,lowest,False,False,UNKNOWN,1
FLNA,lowest,False,False,UNKNOWN,1
NUP98,lowest,False,False,UNKNOWN,1
CA4,lowest,False,False,UNKNOWN,1
SH2D1A,lowest,False,False,UNKNOWN,1
TMEM185A,lowest,False,False,UNKNOWN,1
B3GLCT,lowest,False,False,UNKNOWN,1
NPM1,lowest,False,False,UNKNOWN,1
SMC3,lowest,False,False,UNKNOWN,1
MTX2,lowest,False,False,UNKNOWN,1
RBM23,lowest,False,False,UNKNOWN,1
C1QBP,lowest,False,False,UNKNOWN,1
PHF3,lowest,False,False,UNKNOWN,1
PLSCR3,lowest,False,False,UNKNOWN,1
HNRNPA1,lowest,False,False,UNKNOWN,1
CTBS,lowest,False,False,UNKNOWN,1
CXCL10,lowest,False,False,UNKNOWN,1
UGP2,lowest,False,False,UNKNOWN,1
RRBP1,lowest,False,False,UNKNOWN,1
NSG1,lowest,False,False,UNKNOWN,1
PKM,lowest,False,False,UNKNOWN,1
GAD1,lowest,False,False,UNKNOWN,1
S100A12,lowest,False,False,UNKNOWN,1
SATB1,lowest,False,False,UNKNOWN,1
APOD,lowest,False,False,UNKNOWN,1
C1QL1,lowest,False,False,UNKNOWN,1
PAPSS1,lowest,False,False,UNKNOWN,1
SELL,lowest,False,False,UNKNOWN,1
GFRA2,lowest,False,False,UNKNOWN,1
YWHAE,lowest,False,False,UNKNOWN,1
NT5C2,lowest,False,False,UNKNOWN,1
DUSP4,lowest,False,False,UNKNOWN,1
HNRNPAB,lowest,False,False,UNKNOWN,1
ATP5PF,lowest,False,False,UNKNOWN,1
NBR1,lowest,False,False,UNKNOWN,1
NR4A1,lowest,False,False,UNKNOWN,1
DEFA1,lowest,False,False,UNKNOWN,1
CD44,lowest,False,False,UNKNOWN,1
CLEC2B,lowest,False,False,UNKNOWN,1
VAMP3,lowest,False,False,UNKNOWN,1
CD5,lowest,False,False,UNKNOWN,1
KAZALD1,lowest,False,False,UNKNOWN,1
FLT3LG,lowest,False,False,UNKNOWN,1
MDH2,lowest,False,False,UNKNOWN,1
OLFM1,lowest,False,False,UNKNOWN,1
DEAF1,lowest,False,False,UNKNOWN,1
ENPP5,lowest,False,False,UNKNOWN,1
APBB1,lowest,False,False,UNKNOWN,1
RNGTT,lowest,False,False,UNKNOWN,1
S100A4,lowest,False,False,UNKNOWN,1
DCK,lowest,False,False,UNKNOWN,1
PTPN6,lowest,False,False,UNKNOWN,1
APOBEC3G,lowest,False,False,UNKNOWN,1
FCGR3B,lowest,False,False,UNKNOWN,1
CBX5,lowest,False,False,UNKNOWN,1
SCN4B,lowest,False,False,UNKNOWN,1
ARHGAP45,lowest,False,False,UNKNOWN,1
DERL1,lowest,False,False,UNKNOWN,1
HIBCH,lowest,False,False,UNKNOWN,1
TWF1,lowest,False,False,UNKNOWN,1
DLD,lowest,False,False,UNKNOWN,1
BACH2,lowest,False,False,UNKNOWN,1
FKBP14,lowest,False,False,UNKNOWN,1
MTIF3,lowest,False,False,UNKNOWN,1
UTS2,lowest,False,False,UNKNOWN,1
TNFAIP8,lowest,False,False,UNKNOWN,1
CUL4B,lowest,False,False,UNKNOWN,1
TGFBR2,lowest,False,False,UNKNOWN,1
BIN1,lowest,False,False,UNKNOWN,1
RAB18,lowest,False,False,UNKNOWN,1
DNAJA2,lowest,False,False,UNKNOWN,1
USP25,lowest,False,False,UNKNOWN,1
NDUFB8,lowest,False,False,UNKNOWN,1
DIDO1,lowest,False,False,UNKNOWN,1
IL16,lowest,False,False,UNKNOWN,1
RPS6KA5,lowest,False,False,UNKNOWN,1
KLC1,lowest,False,False,UNKNOWN,1
DPEP2,lowest,False,False,UNKNOWN,1
NISCH,lowest,False,False,UNKNOWN,1
PRKCQ,lowest,False,False,UNKNOWN,1
CEP57,lowest,False,False,UNKNOWN,1
HGS,lowest,False,False,UNKNOWN,1
CLIC1,lowest,False,False,UNKNOWN,1
TNFRSF10B,lowest,False,False,UNKNOWN,1
TPI1,lowest,False,False,UNKNOWN,1
KRT1,lowest,False,False,UNKNOWN,1
ADAM10,lowest,False,False,UNKNOWN,1
CYCS,lowest,False,False,UNKNOWN,1
PPIA,lowest,False,False,UNKNOWN,1
CSNK2A2,lowest,False,False,UNKNOWN,1
CLEC11A,lowest,False,False,UNKNOWN,1
CD80,lowest,False,False,UNKNOWN,1
QKI,lowest,False,False,UNKNOWN,1
SNCA,lowest,False,False,UNKNOWN,1
NECTIN2,lowest,False,False,UNKNOWN,1
MFAP3L,lowest,False,False,UNKNOWN,1
PPFIA1,lowest,False,False,UNKNOWN,1
CPT1B,lowest,False,False,UNKNOWN,1
CD7,lowest,False,False,UNKNOWN,1
PABPC4,lowest,False,False,UNKNOWN,1
RAD23A,lowest,False,False,UNKNOWN,1
HSP90B1,lowest,False,False,UNKNOWN,1
SELPLG,lowest,False,False,UNKNOWN,1
TXNDC11,lowest,False,False,UNKNOWN,1
GLRX2,lowest,False,False,UNKNOWN,1
PRKCI,lowest,False,False,UNKNOWN,1
CX3CL1,lowest,False,False,UNKNOWN,1
QSOX1,lowest,False,False,UNKNOWN,1
SGTA,lowest,False,False,UNKNOWN,1
FAXDC2,lowest,False,False,UNKNOWN,1
NME1,lowest,False,False,UNKNOWN,1
SMAD4,lowest,False,False,UNKNOWN,1
SBDS,lowest,False,False,UNKNOWN,1
PNKP,lowest,False,False,UNKNOWN,1
POLI,lowest,False,False,UNKNOWN,1
PRKCG,lowest,False,False,UNKNOWN,1
GRK2,lowest,False,False,UNKNOWN,1
MICB,lowest,False,False,UNKNOWN,1
MAD1L1,lowest,False,False,UNKNOWN,1
DPYSL3,lowest,False,False,UNKNOWN,1
PIK3C2A,lowest,False,False,UNKNOWN,1
EIF5A,moderate,True,False,PRO,2
PPP2R1A,lowest,False,False,UNKNOWN,1
AASS,lowest,False,False,UNKNOWN,1
ABCA9,lowest,False,False,UNKNOWN,1
ABCD3,lowest,False,False,UNKNOWN,1
ABCG1,lowest,False,False,UNKNOWN,1
ABCG2,lowest,False,False,UNKNOWN,1
ABHD1,lowest,False,False,UNKNOWN,1
ABLIM1,lowest,False,False,UNKNOWN,1
ABLIM2,lowest,False,False,UNKNOWN,1
ACAA2,lowest,False,False,UNKNOWN,1
ACADVL,lowest,False,False,UNKNOWN,1
ACF,lowest,False,False,UNKNOWN,1
ACKR2,lowest,False,False,UNKNOWN,1
SDHAF3,lowest,False,False,UNKNOWN,1
ACOT9,lowest,False,False,UNKNOWN,1
ACP1,lowest,False,False,UNKNOWN,1
ACP2,lowest,False,False,UNKNOWN,1
ACRV1,lowest,False,False,UNKNOWN,1
ACSBG1,lowest,False,False,UNKNOWN,1
ACSL5,lowest,False,False,UNKNOWN,1
ACTA1,lowest,False,False,UNKNOWN,1
ACTN4,lowest,False,False,UNKNOWN,1
ACY3,lowest,False,False,UNKNOWN,1
TMEM167B,lowest,False,False,UNKNOWN,1
ADAM8,lowest,False,False,UNKNOWN,1
ADCY3,lowest,False,False,UNKNOWN,1
ADH1B,lowest,False,False,UNKNOWN,1
ADIRF,lowest,False,False,UNKNOWN,1
ADPRS,lowest,False,False,UNKNOWN,1
AGO2,lowest,False,False,UNKNOWN,1
AGPAT1,lowest,False,False,UNKNOWN,1
ETNPPL,lowest,False,False,UNKNOWN,1
AHCYL1,lowest,False,False,UNKNOWN,1
AHNAK,lowest,False,False,UNKNOWN,1
AHR,lowest,False,False,UNKNOWN,1
AIP,lowest,False,False,UNKNOWN,1
AKAP8,lowest,False,False,UNKNOWN,1
AKTIP,lowest,False,False,UNKNOWN,1
ALDH1B1,lowest,False,False,UNKNOWN,1
ALDH6A1,lowest,False,False,UNKNOWN,1
ALDH9A1,lowest,False,False,UNKNOWN,1
ALKBH7,lowest,False,False,UNKNOWN,1
ALOX5AP,lowest,False,False,UNKNOWN,1
STRADB,lowest,False,False,UNKNOWN,1
ANAPC5,lowest,False,False,UNKNOWN,1
ANK3,lowest,False,False,UNKNOWN,1
ANKRD13C,lowest,False,False,UNKNOWN,1
NUSAP1,lowest,False,False,UNKNOWN,1
ANXA3,lowest,False,False,UNKNOWN,1
ANXA4,lowest,False,False,UNKNOWN,1
KDM1A,lowest,False,False,UNKNOWN,1
AP3S1,lowest,False,False,UNKNOWN,1
AP4S1,lowest,False,False,UNKNOWN,1
TXNDC9,lowest,False,False,UNKNOWN,1
API5,lowest,False,False,UNKNOWN,1
APOBEC3A,lowest,False,False,UNKNOWN,1
APPBP2,lowest,False,False,UNKNOWN,1
ARF3,lowest,False,False,UNKNOWN,1
ARFGEF1,lowest,False,False,UNKNOWN,1
ARHGEF3,lowest,False,False,UNKNOWN,1
ARIH1,lowest,False,False,UNKNOWN,1
ARPP19,lowest,False,False,UNKNOWN,1
ASB12,lowest,False,False,UNKNOWN,1
ASCL1,lowest,False,False,UNKNOWN,1
ASF1A,lowest,False,False,UNKNOWN,1
ASMTL,lowest,False,False,UNKNOWN,1
ASXL1,lowest,False,False,UNKNOWN,1
ATG4B,lowest,False,False,UNKNOWN,1
ATP5F1C,lowest,False,False,UNKNOWN,1
ATP5F1A,lowest,False,False,UNKNOWN,1
ATP5MC1,lowest,False,False,UNKNOWN,1
ATP5PD,lowest,False,False,UNKNOWN,1
ATP5ME,lowest,False,False,UNKNOWN,1
ATP6V0B,lowest,False,False,UNKNOWN,1
ATP6V1A,lowest,False,False,UNKNOWN,1
ATP6V1G2,lowest,False,False,UNKNOWN,1
ATP6V1H,lowest,False,False,UNKNOWN,1
ATP7A,lowest,False,False,UNKNOWN,1
ATRX,lowest,False,False,UNKNOWN,1
B3GALNT1,lowest,False,False,UNKNOWN,1
B4GAT1,lowest,False,False,UNKNOWN,1
B3GNT2,lowest,False,False,UNKNOWN,1
BBOX1,lowest,False,False,UNKNOWN,1
BCL11A,lowest,False,False,UNKNOWN,1
BCL11B,lowest,False,False,UNKNOWN,1
TRIM58,lowest,False,False,UNKNOWN,1
BLMH,lowest,False,False,UNKNOWN,1
BMP5,lowest,False,False,UNKNOWN,1
BNIP3,lowest,False,False,UNKNOWN,1
BNIP3L,lowest,False,False,UNKNOWN,1
BOP1,lowest,False,False,UNKNOWN,1
BRAF,lowest,False,False,UNKNOWN,1
BRAP,lowest,False,False,UNKNOWN,1
BRD2,lowest,False,False,UNKNOWN,1
BRF2,lowest,False,False,UNKNOWN,1
BTNL3,lowest,False,False,UNKNOWN,1
C1QC,lowest,False,False,UNKNOWN,1
C3AR1,lowest,False,False,UNKNOWN,1
C4A,lowest,False,False,UNKNOWN,1
C5,lowest,False,False,UNKNOWN,1
C5AR1,lowest,False,False,UNKNOWN,1
CA14,lowest,False,False,UNKNOWN,1
CA2,lowest,False,False,UNKNOWN,1
CACNB1,lowest,False,False,UNKNOWN,1
CACNB2,lowest,False,False,UNKNOWN,1
CACNG4,lowest,False,False,UNKNOWN,1
CALB1,lowest,False,False,UNKNOWN,1
CALB2,lowest,False,False,UNKNOWN,1
CALM1,lowest,False,False,UNKNOWN,1
CAMK4,lowest,False,False,UNKNOWN,1
CAMKK2,lowest,False,False,UNKNOWN,1
CAP2,lowest,False,False,UNKNOWN,1
CAPN7,lowest,False,False,UNKNOWN,1
CAPZA2,lowest,False,False,UNKNOWN,1
CASP10,lowest,False,False,UNKNOWN,1
CAV2,lowest,False,False,UNKNOWN,1
CBLB,lowest,False,False,UNKNOWN,1
CCKBR,lowest,False,False,UNKNOWN,1
CCL5,low,False,False,UNKNOWN,2
CCNG2,lowest,False,False,UNKNOWN,1
CCNL2,lowest,False,False,UNKNOWN,1
CCR1,lowest,False,False,UNKNOWN,1
CCR7,lowest,False,False,UNKNOWN,1
TNFRSF4,lowest,False,False,UNKNOWN,1
CD14,lowest,False,False,UNKNOWN,1
CD244,lowest,False,False,UNKNOWN,1
CD3G,lowest,False,False,UNKNOWN,1
CD46,lowest,False,False,UNKNOWN,1
CD47,lowest,False,False,UNKNOWN,1
CD58,lowest,False,False,UNKNOWN,1
CD96,lowest,False,False,UNKNOWN,1
ADGRE5,lowest,False,False,UNKNOWN,1
CDC26,lowest,False,False,UNKNOWN,1
CDK13,lowest,False,False,UNKNOWN,1
CDC40,lowest,False,False,UNKNOWN,1
CDC5L,lowest,False,False,UNKNOWN,1
CDH13,lowest,False,False,UNKNOWN,1
CDH22,lowest,False,False,UNKNOWN,1
CDHR2,lowest,False,False,UNKNOWN,1
CDK11A,lowest,False,False,UNKNOWN,1
CDK2,lowest,False,False,UNKNOWN,1
CDK5R1,lowest,False,False,UNKNOWN,1
CDO1,lowest,False,False,UNKNOWN,1
CDV3,lowest,False,False,UNKNOWN,1
CEACAM4,lowest,False,False,UNKNOWN,1
CELF1,lowest,False,False,UNKNOWN,1
CELF2,lowest,False,False,UNKNOWN,1
CENPO,lowest,False,False,UNKNOWN,1
ADAP1,lowest,False,False,UNKNOWN,1
CFDP1,lowest,False,False,UNKNOWN,1
CFH,lowest,False,False,UNKNOWN,1
CFHR1,lowest,False,False,UNKNOWN,1
TMBIM4,lowest,False,False,UNKNOWN,1
DPH5,lowest,False,False,UNKNOWN,1
TPPP3,lowest,False,False,UNKNOWN,1
SAMM50,lowest,False,False,UNKNOWN,1
CHCHD3,lowest,False,False,UNKNOWN,1
CHPT1,lowest,False,False,UNKNOWN,1
CHRNA1,lowest,False,False,UNKNOWN,1
CHST2,lowest,False,False,UNKNOWN,1
CITED2,lowest,False,False,UNKNOWN,1
CKLF,lowest,False,False,UNKNOWN,1
CMTM7,lowest,False,False,UNKNOWN,1
CLDN5,lowest,False,False,UNKNOWN,1
CLIC2,lowest,False,False,UNKNOWN,1
CLIP1,lowest,False,False,UNKNOWN,1
CLK1,lowest,False,False,UNKNOWN,1
CLN8,lowest,False,False,UNKNOWN,1
CLSTN1,lowest,False,False,UNKNOWN,1
CLTB,lowest,False,False,UNKNOWN,1
CNIH4,lowest,False,False,UNKNOWN,1
CNOT8,lowest,False,False,UNKNOWN,1
CNTN1,lowest,False,False,UNKNOWN,1
COBLL1,lowest,False,False,UNKNOWN,1
COMT,lowest,False,False,UNKNOWN,1
COPA,lowest,False,False,UNKNOWN,1
COPS6,lowest,False,False,UNKNOWN,1
COQ3,lowest,False,False,UNKNOWN,1
COX10,lowest,False,False,UNKNOWN,1
COX11,lowest,False,False,UNKNOWN,1
COX7A2P2,lowest,False,False,UNKNOWN,1
CPSF1,lowest,False,False,UNKNOWN,1
CPSF2,lowest,False,False,UNKNOWN,1
CR2,lowest,False,False,UNKNOWN,1
CREBL2,lowest,False,False,UNKNOWN,1
CREBZF,lowest,False,False,UNKNOWN,1
CRH,lowest,False,False,UNKNOWN,1
CRKL,lowest,False,False,UNKNOWN,1
DPYSL5,lowest,False,False,UNKNOWN,1
CS,lowest,False,False,UNKNOWN,1
CSNK1A1,lowest,False,False,UNKNOWN,1
CSPP1,lowest,False,False,UNKNOWN,1
CSRP1,lowest,False,False,UNKNOWN,1
PET117,lowest,False,False,UNKNOWN,1
CSTF3,lowest,False,False,UNKNOWN,1
CTBP1,lowest,False,False,UNKNOWN,1
CTSA,lowest,False,False,UNKNOWN,1
CX3CR1,lowest,False,False,UNKNOWN,1
CXCL1,lowest,False,False,UNKNOWN,1
CXCL5,lowest,False,False,UNKNOWN,1
CXCR3,lowest,False,False,UNKNOWN,1
ACKR3,lowest,False,False,UNKNOWN,1
CYP4X1,lowest,False,False,UNKNOWN,1
CMC2,lowest,False,False,UNKNOWN,1
DCLRE1C,lowest,False,False,UNKNOWN,1
PCBD2,lowest,False,False,UNKNOWN,1
DDT,lowest,False,False,UNKNOWN,1
DDX12P,lowest,False,False,UNKNOWN,1
DDX17,lowest,False,False,UNKNOWN,1
DDX42,lowest,False,False,UNKNOWN,1
DDX55,lowest,False,False,UNKNOWN,1
DECR1,lowest,False,False,UNKNOWN,1
DEDD,lowest,False,False,UNKNOWN,1
DEXI,lowest,False,False,UNKNOWN,1
DFFB,lowest,False,False,UNKNOWN,1
DGCR8,lowest,False,False,UNKNOWN,1
DGKA,lowest,False,False,UNKNOWN,1
DHRS3,lowest,False,False,UNKNOWN,1
DIMT1,lowest,False,False,UNKNOWN,1
DIS3,lowest,False,False,UNKNOWN,1
DLEU1,lowest,False,False,UNKNOWN,1
CENATAC,lowest,False,False,UNKNOWN,1
DMRT2,lowest,False,False,UNKNOWN,1
DNAJC7,lowest,False,False,UNKNOWN,1
DNASE1L1,lowest,False,False,UNKNOWN,1
DPF2,lowest,False,False,UNKNOWN,1
DPYD,lowest,False,False,UNKNOWN,1
DTNBP1,lowest,False,False,UNKNOWN,1
DUSP13,lowest,False,False,UNKNOWN,1
DUSP19,lowest,False,False,UNKNOWN,1
DUSP2,lowest,False,False,UNKNOWN,1
DUSP5,lowest,False,False,UNKNOWN,1
DYNC1H1,lowest,False,False,UNKNOWN,1
DYRK4,lowest,False,False,UNKNOWN,1
E2F4,lowest,False,False,UNKNOWN,1
FAM162A,lowest,False,False,UNKNOWN,1
EBNA1BP2,lowest,False,False,UNKNOWN,1
ECHDC2,lowest,False,False,UNKNOWN,1
ECPAS,lowest,False,False,UNKNOWN,1
ECSIT,lowest,False,False,UNKNOWN,1
EDAR,lowest,False,False,UNKNOWN,1
EDEM3,lowest,False,False,UNKNOWN,1
EFCAB7,lowest,False,False,UNKNOWN,1
EFTUD2,lowest,False,False,UNKNOWN,1
EGR2,lowest,False,False,UNKNOWN,1
EGR3,lowest,False,False,UNKNOWN,1
EHD3,lowest,False,False,UNKNOWN,1
EHMT1,lowest,False,False,UNKNOWN,1
AGO4,lowest,False,False,UNKNOWN,1
EIF4B,lowest,False,False,UNKNOWN,1
EIF4H,lowest,False,False,UNKNOWN,1
ELF2,lowest,False,False,UNKNOWN,1
ELMO3,lowest,False,False,UNKNOWN,1
ADGRE1,lowest,False,False,UNKNOWN,1
ENSA,lowest,False,False,UNKNOWN,1
EPB41,lowest,False,False,UNKNOWN,1
EPB41L2,lowest,False,False,UNKNOWN,1
EPB41L3,lowest,False,False,UNKNOWN,1
EPM2A,lowest,False,False,UNKNOWN,1
ERP27,lowest,False,False,UNKNOWN,1
ETF1,lowest,False,False,UNKNOWN,1
ETFDH,lowest,False,False,UNKNOWN,1
ETNK1,lowest,False,False,UNKNOWN,1
EXOC5,lowest,False,False,UNKNOWN,1
EXOC7,lowest,False,False,UNKNOWN,1
EYA1,lowest,False,False,UNKNOWN,1
F13A1,lowest,False,False,UNKNOWN,1
FAAH,lowest,False,False,UNKNOWN,1
FABP3,lowest,False,False,UNKNOWN,1
FANCC,lowest,False,False,UNKNOWN,1
FASTK,lowest,False,False,UNKNOWN,1
FBXO22,lowest,False,False,UNKNOWN,1
FBXW11,lowest,False,False,UNKNOWN,1
FCER1A,lowest,False,False,UNKNOWN,1
FCER1G,lowest,False,False,UNKNOWN,1
FCGR1A,lowest,False,False,UNKNOWN,1
FCGR2A,lowest,False,False,UNKNOWN,1
FCGRT,lowest,False,False,UNKNOWN,1
FERMT2,lowest,False,False,UNKNOWN,1
FEZ1,lowest,False,False,UNKNOWN,1
FGF1,lowest,False,False,UNKNOWN,1
FGF12,lowest,False,False,UNKNOWN,1
FGF13,lowest,False,False,UNKNOWN,1
FGFR2,lowest,False,False,UNKNOWN,1
FH,lowest,False,False,UNKNOWN,1
FHOD1,lowest,False,False,UNKNOWN,1
FKBP1A,lowest,False,False,UNKNOWN,1
FLI1,lowest,False,False,UNKNOWN,1
FLOT1,lowest,False,False,UNKNOWN,1
FLOT2,lowest,False,False,UNKNOWN,1
FLRT3,lowest,False,False,UNKNOWN,1
FLVCR2,lowest,False,False,UNKNOWN,1
FNTA,lowest,False,False,UNKNOWN,1
FOSL2,lowest,False,False,UNKNOWN,1
FOXC1,lowest,False,False,UNKNOWN,1
FOXG1,lowest,False,False,UNKNOWN,1
FOXJ3,lowest,False,False,UNKNOWN,1
FRMPD4,lowest,False,False,UNKNOWN,1
FRY,lowest,False,False,UNKNOWN,1
FTL,lowest,False,False,UNKNOWN,1
FUBP3,lowest,False,False,UNKNOWN,1
FUS,lowest,False,False,UNKNOWN,1
FUT6,lowest,False,False,UNKNOWN,1
FXR1,lowest,False,False,UNKNOWN,1
FXYD5,lowest,False,False,UNKNOWN,1
FYN,lowest,False,False,UNKNOWN,1
FZR1,lowest,False,False,UNKNOWN,1
G3BP1,lowest,False,False,UNKNOWN,1
GABPA,lowest,False,False,UNKNOWN,1
GABRB3,lowest,False,False,UNKNOWN,1
GABRD,lowest,False,False,UNKNOWN,1
GAL3ST4,lowest,False,False,UNKNOWN,1
GALK2,lowest,False,False,UNKNOWN,1
GALNT7,lowest,False,False,UNKNOWN,1
GAPVD1,lowest,False,False,UNKNOWN,1
GATM,lowest,False,False,UNKNOWN,1
GDA,lowest,False,False,UNKNOWN,1
GET4,lowest,False,False,UNKNOWN,1
GFAP,lowest,False,False,UNKNOWN,1
GFPT1,lowest,False,False,UNKNOWN,1
GGA2,lowest,False,False,UNKNOWN,1
GGA3,lowest,False,False,UNKNOWN,1
GGT1,lowest,False,False,UNKNOWN,1
GIPC1,lowest,False,False,UNKNOWN,1
GIT2,lowest,False,False,UNKNOWN,1
GJA1,lowest,False,False,UNKNOWN,1
GLG1,lowest,False,False,UNKNOWN,1
GLRX3,lowest,False,False,UNKNOWN,1
GNA11,lowest,False,False,UNKNOWN,1
GNA12,lowest,False,False,UNKNOWN,1
GNAQ,lowest,False,False,UNKNOWN,1
GNG12,lowest,False,False,UNKNOWN,1
GOLGB1,lowest,False,False,UNKNOWN,1
GORASP2,lowest,False,False,UNKNOWN,1
GOSR2,lowest,False,False,UNKNOWN,1
GP5,lowest,False,False,UNKNOWN,1
CMKLR2,lowest,False,False,UNKNOWN,1
LGR5,lowest,False,False,UNKNOWN,1
GRAP2,lowest,False,False,UNKNOWN,1
GRIA1,lowest,False,False,UNKNOWN,1
GRIN2A,lowest,False,False,UNKNOWN,1
GSPT1,lowest,False,False,UNKNOWN,1
GUSBP1,lowest,False,False,UNKNOWN,1
GYG1,lowest,False,False,UNKNOWN,1
HABP4,lowest,False,False,UNKNOWN,1
LAMTOR5,lowest,False,False,UNKNOWN,1
FUNDC2,lowest,False,False,UNKNOWN,1
HCRTR2,lowest,False,False,UNKNOWN,1
HDAC4,low,False,False,UNKNOWN,2
HDAC5,lowest,False,False,UNKNOWN,1
HEBP2,lowest,False,False,UNKNOWN,1
HEPH,lowest,False,False,UNKNOWN,1
HERC1,lowest,False,False,UNKNOWN,1
HGH1,lowest,False,False,UNKNOWN,1
HIBADH,lowest,False,False,UNKNOWN,1
HILPDA,lowest,False,False,UNKNOWN,1
HIPK3,lowest,False,False,UNKNOWN,1
H2AC6,lowest,False,False,UNKNOWN,1
H4C3,lowest,False,False,UNKNOWN,1
HLA-B,lowest,False,False,UNKNOWN,1
HLA-C,lowest,False,False,UNKNOWN,1
HLA-F,lowest,False,False,UNKNOWN,1
HMBS,lowest,False,False,UNKNOWN,1
HMGN2,lowest,False,False,UNKNOWN,1
HMGXB4,lowest,False,False,UNKNOWN,1
HMOX2,lowest,False,False,UNKNOWN,1
HNRNPC,lowest,False,False,UNKNOWN,1
HNRNPH2,lowest,False,False,UNKNOWN,1
HNRNPH3,lowest,False,False,UNKNOWN,1
HNRNPL,lowest,False,False,UNKNOWN,1
HNRNPU,lowest,False,False,UNKNOWN,1
HOPX,lowest,False,False,UNKNOWN,1
HOXB2,lowest,False,False,UNKNOWN,1
HPN,lowest,False,False,UNKNOWN,1
HPRT1,lowest,False,False,UNKNOWN,1
AGFG1,lowest,False,False,UNKNOWN,1
TRIOBP,lowest,False,False,UNKNOWN,1
HSD17B6,lowest,False,False,UNKNOWN,1
HSF2,lowest,False,False,UNKNOWN,1
OTUD4,lowest,False,False,UNKNOWN,1
MPHOSPH8,lowest,False,False,UNKNOWN,1
HSPA13,lowest,False,False,UNKNOWN,1
WDR91,lowest,False,False,UNKNOWN,1
ZC3H7A,lowest,False,False,UNKNOWN,1
TRMT112,lowest,False,False,UNKNOWN,1
TIMM21,lowest,False,False,UNKNOWN,1
HYI,lowest,False,False,UNKNOWN,1
HTATSF1,lowest,False,False,UNKNOWN,1
HTR2A,lowest,False,False,UNKNOWN,1
HYPK,lowest,False,False,UNKNOWN,1
CILK1,lowest,False,False,UNKNOWN,1
ID2,lowest,False,False,UNKNOWN,1
IDH3A,lowest,False,False,UNKNOWN,1
IDS,lowest,False,False,UNKNOWN,1
IKZF1,lowest,False,False,UNKNOWN,1
ILF2,lowest,False,False,UNKNOWN,1
ING1,lowest,False,False,UNKNOWN,1
ING2,lowest,False,False,UNKNOWN,1
INPP1,lowest,False,False,UNKNOWN,1
INPP4A,lowest,False,False,UNKNOWN,1
INPP4B,lowest,False,False,UNKNOWN,1
INPP5K,lowest,False,False,UNKNOWN,1
IRF7,lowest,False,False,UNKNOWN,1
ITCH,lowest,False,False,UNKNOWN,1
ITGB1BP2,lowest,False,False,UNKNOWN,1
ITK,lowest,False,False,UNKNOWN,1
ITPKB,lowest,False,False,UNKNOWN,1
ITPRID2,lowest,False,False,UNKNOWN,1
KDM5B,lowest,False,False,UNKNOWN,1
KDM3B,lowest,False,False,UNKNOWN,1
KATNB1,lowest,False,False,UNKNOWN,1
KBTBD6,lowest,False,False,UNKNOWN,1
KCNJ16,lowest,False,False,UNKNOWN,1
KCNJ9,lowest,False,False,UNKNOWN,1
KCNK17,lowest,False,False,UNKNOWN,1
KCNK4,lowest,False,False,UNKNOWN,1
KDM2A,lowest,False,False,UNKNOWN,1
KDM7A,lowest,False,False,UNKNOWN,1
KDSR,lowest,False,False,UNKNOWN,1
KHDRBS1,lowest,False,False,UNKNOWN,1
KIAA1143,lowest,False,False,UNKNOWN,1
